-1.8509361148,52.4736580087,"*[350WBrel]Marakazi Jamaat-E-Ahle-Sunnat. 236-238 Charles Road. 0121 772 6578"
-1.8994754491,52.5042563087,"*[300WSalf]Masjid As-Sunnah An-Nabawiyyah. 125 Mansfield Road. 0121 523 4761"
-1.7764323950,53.8023742953,"*[300SufiPkstn]Jamia Masjid Naqshbandia Aslamia. 63 Tile Street. 07800 798457"
-1.8559598923,52.4685439065,"*[2250WDeobBangla]Jami Masjid and Islamic Centre. 505-527 Coventry Road. 0121 772 6408"
-1.9602300000,52.4853970000,"*[300NoWDeobPkstn]Masjid Usman. 53-55 Shireland Road. 0121 565 5767"
-1.8322598934,52.4717464170,"*[170WBrelPkstn]Masjid Qamarul Islam. 168-170 Fosbrooke Road. 0121 773 0372"
-1.8584167957,52.4649522424,"*[6000WBrelPkstn]Central Jamia Mosque Ghamkol Sharif. 150 Golden Hillock Road. 0121 773 7277"
-1.8647293746,52.4729334109,"*[3500WSalfPkstn]Green Lane Masjid & Community Centre. 20 Green Lane. 0121 713 0080"
-1.8662434816,52.4714180070,"*[1700WShiaPkstn]Idara Maarif-e-Islam Hussainia Mosque and Community Centre. Herbert Road and Regent Park Road. 0121 773 6212"
-1.8392550945,52.4742494416,"*[650WSalf]Al-Hijrah Mosque. 59-61 Hob Moor Road. 0121 766 5454"
-1.8641191721,52.4712562520,"*[200IrregSufi]The Zawiya. 1 Jenkins Street. not known"
-1.8458077312,52.4717251767,"*[200BrelPkstn]Al-Quraan Islamic Academic Centre. 140 Mansel Road. 0121 773 9604"
-2.5307875872,51.4732974612,"*[130WDeob]Quran Academy Bristol. 26 Abingdon Road. 07852 238463"
-1.8414008581,52.4696124507,"*[150BrelPkstn]Madrasa Mujadidia. 339 Somerville Road. 0121 766 7587"
-0.0622922927,51.5142169077,"*[Irreg]former Ilm Centre. 11 Hessel Street. 07588 796792"
-1.8507832289,52.4699458505,"*[1050WBrelPkstn]Masjid Noor-ul-Uloom. 81-85 St Oswald Road. 0121 772 4774"
-1.8508650362,52.4648468411,"*[440WDeobPkstn]Jamiat ul Muslimin. 28 Tennyson Road. 0121 773 6094"
-1.8581646681,52.4703445304,"*[600Salf]Masjid as-Salafi. Wright Street. 0121 773 0033"
-1.8736624718,52.4573365531,"*[200Brel]Qadria Trust Masjid Community & Education Centre. 26 Alfred Street. 0121 688 0821"
-1.8579031527,52.4477766719,"*[130WBrelPkstn]Al Bokhari Education Centre. 2 Knowle Road and 10 Formans Road. 0121 778 2004"
-1.8628612161,52.4464353274,"*[60IrregBrel][Unsure] Anwar-e-Medina. 68 Nansen Road. "
-1.8734130263,52.4544721574,"*[230WBrelPkstn]Amir-e-Millat Mosque and Community Centre. 144-146 Stoney Lane and 144A Stoney Lane. 0121 449 5695"
-0.0182926655,51.5151624960,"*[400NoWDeobBangla]Lansbury Masjid. 20 Alton Street. "
-1.7841517925,53.7810769049,"*[500WSalf]Masjid As-Sunnah. 3 Paternoster Lane. 01274 501736"
-1.8128836155,52.4800947239,"*[50Brel]Jamia Masjid. 173-175 Albert Road. 0121 786 1918"
-1.8879210949,52.5031448134,"*[200Brel]Jamia Masjid Ghausia. 237 Albert Road. 0121 328 1108"
-1.8277859688,52.4525572806,"*[140WBrelPkstn]Madressa Islamia Mosque. 219-221 Alexander Road. 0121 603 5256"
-1.8583175540,52.4912097260,"*[150NoWBrelBangla]Ghausia Madrasa and Mosque. 19-21 Alum Rock Road. 0121 327 2286"
-1.8493616581,52.4885672074,"*[130WBrelPkstn]Madina Kashif-ul-Aloom. 239 Alum Rock Road. "
-1.8427608565,52.4876613135,"*[900WMaudPkstn]UKIM - Jamia Mosque Birmingham. 401-403 Alum Rock Road and 2-8 Ludlow Road (corner site). 0121 326 9930"
-0.7342252135,51.9921057518,"*[300NoWDeobBangla]Bletchley Jamee Mosque. 48-52 Duncombe Street. 01908 367758"
-1.8631200000,52.4626140000,"*[1100WMaudPkstn]Sparkbrook Masjid & Islamic Centre. 179-187 Anderton Road and Sydenham Road. 0121 773 8651"
-1.8549728394,52.4975377345,"*[2700WDeob]Masjid Ali. Aston Church Road. 07968 440584"
-1.8905060000,52.4649751202,"*[2900WDeobPkstn]Birmingham Central Mosque. 180 Belgrave Middleway and 148-154 Berners Street. 0121 440 5355"
0.0111606717,51.5552463860,"*[600WBangla]Cann Hall Masjid. 145 Cann Hall Road. 020 8555 0963"
-1.9441187382,52.5039497313,"*[300NoWSufiBangla]Handsworth Mosque and Islamic Centre. 23 Booth Street. 0121 551 3049"
-0.7602144778,51.2448597562,"*[200NoWBrelPkstn]Aldershot MWA. Harland Hall, 60 St Georges Road. "
-1.4576075971,53.3931629632,"*[300ArabArab]Al-Rahman Mosque and Cultural Centre. 3 Ellesmere Road. none"
-1.5224701166,53.8158142885,"*[300DeobPkstn]Masjid Quba. 24 Shepherds Lane. 0113 307 0500"
0.1523548365,52.1969445928,"*[1000W]Cambridge Mosque Trust. 309-313 Mill Road. 01223 350134"
-1.8829536438,52.4493550085,"*[1480WDeobPkstn]Masjid-e-Hamza & Islamic Centre. 88-90 Church Road. 0121 449 1193"
-1.8852174282,52.4563510330,"*[1400WShiaGujrti]Clifton Mosque (KSIMC). 17 Clifton Road. 0121 440 5393"
-1.8509079516,52.4869012609,"*[200NoWBrelPkstn]Jamia Mosque Farooq-e-Azam Madrasa Ghousia. 74 College Road. 0121 326 4971"
-1.9629263878,52.4876215455,"*[600WBrelPkstn]Pakistani Muslim Community Centre. 1-7 Corbett Street. 0121 555 6047"
-1.8242615461,52.4865288642,"*[200Brel]Darul Uloom Samiah Arabiah Islamiah. 221-223 Cotterills Lane. "
-1.8957155943,52.4583784768,"*[50]Islamic Resource Centre. 93 Court Road. 0121 440 3500"
-1.4291587472,55.0012505151,"*[500DeobBangla]Baitul Ma'mur Jame-e-Masjid and Islamic Center. 50 Baring Street. 0191 456 4663"
-1.8889658153,52.4547189685,"*[200BrelPkstn]Al-Quran Educational Centre. 17 Cromer Road. "
-1.9346398115,52.4425001542,"*[150NoWSufiBangla]Jalalabad Mosque and Islamic Centre. 24-26 Dartmouth Road. 0121 246 9729"
-2.0022127032,52.5211547966,"*[300NoWBrelPkstn]Jamia Community Association. 47, 47A & 47B Dartmouth Street. 07929 474098"
-1.6383576393,54.9712281042,"*[300NoWDeobBangla]Shah Jalal Masjid and Islamic Cultural Centre. 26-28 Sceptre Street. 0191 272 4505"
-1.8745368719,52.4520636326,"*[300Sufi]Masjid Hazrat Mujaddid Alf-e-Sani Trust. 36 Dennis Road. 0121 449 7195"
-0.3984260559,51.4973123536,"*[280WSalf]Darussalam Masjid. North Hyde House, North Hyde Wharf, Hayes Road. 020 8571 4848"
-0.0247567892,51.4980069900,"*[150NoWDeobBangla]Westferry Community Organisation. 2 The Quarterdeck. 07825 373325"
-0.5690467358,51.4263101190,"*[300WJ]Jumu'ah Salaah. Wettons Annexe, Royal Holloway University, Egham Hill. 07984 340799"
-1.9008788466,52.4590493809,"*[200WDeobArab]Islamia Alouia Zawia. 294 Edward Road. 0121 440 1758"
-1.8931514025,52.5048003487,"*[500NoWSufiBangla]Shahjalal ( R ) Sunnia Mosque & Islamic Community Centre. 108 Ettington Road. 0121 326 0337"
-1.8627150000,52.4601950000,"*[400IrregDeob]Jamia Islamia Birmingham. Fallows Road. 0121 772 6400"
-2.4576759338,53.5671691990,"*[300DeobGujrti]Al-Jamiah Al-Islamiyah. Mount St Joseph's Convent, Willows Lane. 01204 62622"
-1.9090005755,52.5047121857,"*[300DeobBangla]Masjid As-Safa. 76 Finch Road and 1 Archibald Road. 0121 551 9128"
-1.8362805247,52.4638786080,"*[200WSalfBangla]Daarul Jannah Community Centre And Masjid. 1034a Coventry Road. 07757 495702"
-5.6913095713,54.5920971131,"*[40DeobBangla]Bangladesh Islamic Community Centre. 24 Greenwell Street. 028 9181 0566"
-1.8074226379,53.8167168911,"*[500BrelPkstn]Jamiyat Tabligh-ul-Islam Haworth Road. Haworth Road. "
-1.8632005155,52.4450555227,"*[260WIrregDeobPkstn]Islamic Cultural and Educational Centre. 96-98 Greswolde Road. 0121 702 2969"
-1.8510474265,52.4901767458,"*[100BrelPkstn]Islamic Education Centre. 172-174 Havelock Road. "
-1.7583489418,53.8007015176,"*[Deob]Jamiah Khatamun Nabiyeen Society. 15-17 Spring Gardens and Clifton Street, Manningham Lane. 01274 733150"
-1.7580182791,53.7877045338,"*[100WShia][Unsure] Bohra Muslim Society. 47 Elizabeth Street. 01274 725119"
0.0189122557,51.5364543149,"*[150Salf]Masjid Abdul Aziz Bin Baz. 2 East Road. "
-1.7780202627,53.7911197782,"*[600Salf]Al-Hudaa Masjid. 119 Legrams Lane. <br>01274 503727"
-1.7691421509,53.7842046105,"*[8000BrelPkstn]Al-Jamia Suffa-Tul-Islam Grand Mosque. Horton Park Avenue. 01274 732497"
-1.7792272568,53.8107118430,"*[Deob]Madrassah Misbah Uloom. 27 Temple Street. 01274 480719"
-1.9661128521,52.5005781205,"*[850WDeobBangla]Jami Mosjid and Islamic Centre. 10-13 Lewisham Road, Middlemore Industrial Estate. 0121 558 8204"
-2.0349115133,52.4709098653,"*[250WMaud]Umar Mosque and Community Centre. 314-318 Long Lane. 0121 559 1896"
-1.9136595726,52.5031774675,"*[2200WBrelPkstn]Lozells Central Mosque. 213-217 Lozells Road. 0121 523 0810"
-1.7909055948,53.8088667649,"*[Deob]Islamic Cultural Educational Centre. 190 Toller Lane. "
-1.8490263820,52.4540815064,"*[100Brel]Idara Misbah-ul-Qur'an (Int). 38 Manor Farm Road. "
-1.9111758471,52.5037750344,"*[470WDeobBangla]Bangladesh Islamic Centre. 8 Mayfield Road. 0121 507 0817"
-1.8858772516,52.4562888842,"*[300NoWDeobBangla]Madina Mosque. 526-528 Moseley Road. 0121 446 4718"
-0.1740860939,51.4967780104,"*[8Wmulti]Faith Room. Natural History Museum, Cromwell Road. 020 7942 5000"
-1.8453839421,52.4887272656,"*[350WBrel]Idara Minhaj-ul-Quran. 14 Naseby Road. 0121 326 6537"
0.0087647880,51.5618261962,"*[500WSalf]Masjid Hudayfah bin Al Yamaan Islamic Centre. 603 High Road. 020 3137 3714"
-1.9985890388,52.5025537689,"*[330WBrel]Chashma-e-Rahat Mosque. Oldbury Road. 0121 555 6321"
-1.8463039398,52.4654882327,"*[100NoWIrregBangla]Birmingham Cultural and Education Centre. Oldknow Junior School, Oldknow Road. "
-1.8827873468,52.4605938106,"*[1350WBrelPkstn]Hazrat Sultan Bahu Trust Jamiah Islamiyah Mosque. 17-21 Ombersley Road. 0121 440 4096"
-1.9212770462,52.4988260870,"*[1100WBrel]Medina Mosque. 7 Park Avenue. not known"
-1.9113314152,52.5127734740,"*[300DeobPkstn]Masjid-e-Nimra. Units 1-5, Gryphon Industrial Estate, 78 Hutton Road. 0121 332 4170"
-1.4939367771,52.4189373511,"*[500SufiBangla]Shah Jalal Jame Masjid. 75 Smith Street. "
-1.8485060334,52.4638361196,"*[500BrelPkstn]Hazrat Shah-e-Walayat Educational Centre. 101-105 Oldknow Road. 0121 773 6419"
-1.8666458130,52.4579233021,"*[450WDeobBangla]Shah Jalal Jamia Masjid Bengali School and Islamic Centre. 61 Poplar Road and 111 Medlicott Road. 0121 771 4326"
-1.8481975794,52.4808118529,"*[100][Unsure] Idara-e-Dar-ul-Aslaam. 124-126 Pretoria Road. "
-1.9093197584,52.5104587393,"*[300WMaudPkstn]Handsworth Islamic Centre. 27 Putney Road. 0121 551 9012"
-1.8225395679,52.4919544374,"*[200BrelPkstn]Sultan Bahu Centre. 962 Alum Rock Road. 07912 603981"
-1.8479186296,52.4484869713,"*[200Brel]Jamia Islamia Razvia Zia-ul-Eiman. Reddings Lane. "
-2.0032426715,52.5206619180,"*[200SufiBangla]Jami Masjid and Islamic Centre. 67 Dartmouth Street. 0121 553 5598"
-1.8807917833,52.5082385690,"*[550WBrelPkstn]Raza Mosque. 9-11 Serpentine Road and 2 Yew Tree Road.. 07882 658206"
-1.8656909466,52.4553621422,"*[2300WBrel]Jamia Mosque Amir-e-Millat. 20-21 Shakespeare Street. 0121 773 5966"
-2.4475800991,50.7126971494,"[Jmulti]Dorset County Hospital Chapel Prayer room. Level 3 of the South Wing, Dorset County Hospital, Williams .... 01305 250979"
-1.8562549353,52.5162730950,"*[300NoWBrel]Jam-e-Masjid Qiblah Hadhrat Sahib Gulhar Shareef. 232-234 Slade Road. 0121 373 1075"
-1.8329250813,52.4892025370,"*[100Brel]Jamia Qadria Naushahia Islamic Centre. 71-73 Sladefield Road. "
-1.8543773890,52.4850637467,"*[1100WBrelPkstn]Zia-ul-Quran Jamia Mosque. 233 St Saviours Road. 0121 326 0040"
-1.9313514233,52.5052354470,"*[230NoWDeobPkstn]Makki Masjid and Madressa. 75 Stafford Road. 0121 551 7417"
-1.9511193037,52.5040183038,"*[50BrelPkstn]Al-Farooq Islamic Teaching & Community Centre. 130 Station Road. 0121 507 1005"
-1.8760496378,52.4674025548,"*[1500WArabArab]Al-Amanah Mosque. 29-35 Henley Street and Bordesley Centre, Camp Hill Island, .... 0121 753 0297"
-1.9265958667,50.7280201555,"*[400NoWDeobBangla]Dorset Islamic Cultural Association. 59-63 Ashley Road. Not known"
-1.8688532710,52.4562823464,"*[700WMaudPkstn]Paigham-e-Islam Trust. 423 Stratford Road and 2 Fulham Road. 0121 773 8301"
-1.8770447373,50.7424725259,"*[300NoWDeobBangla]Bournemouth Mosque. 2c Cranmer Road. 01202 528417"
-4.0369150043,55.7723564436,"*[100Deob]Islamic Centre. 10 Avon Street. 01698 200072"
-1.1081546545,52.6401273155,"*[300DeobGujrti]Masjid Baytul Ilm. Spinney Hill Road. 0116 251 1018"
-2.2414362431,53.4959540239,"*[300BrelPkstn]Markaz Dar-ul-Ehsan Manchester. First Floor, 21-23 Broughton Street. 0161 832 1526"
-1.0998398066,52.6285469209,"*[300DeobGujrti]Madani Masjid. 77 Evington Valley Road. 0116 249 8080"
-1.8981885910,52.5082940747,"*[200NoWDeob]Al Madni Masjid. 58 Trinity Road. 0121 554 9157"
-1.9027429819,52.5084312059,"*[2000NoWDeobGujrti]Jamia Masjid Aston. 2 Trinity Road. not known"
-1.8858772516,52.5015512609,"*[1500WDeobBangla]Masjid-e-Noor. 257 Victoria Road. 0121 328 0156"
-1.8667691946,52.4594383535,"*[175NoWDeobPkstn]Masjid Umar. 94-98 Walford Road and 89 Medicott Road. 07411 540224"
-1.8633869290,52.4595494879,"*[250NoWDeob]Mohammedi Islamic Centre. 171 Walford Road. 0121 766 6388"
-1.6446232796,54.9700272333,"*[80WDeobBangla]Newcastle Muslim Centre. Bentinck Road. 0191 273 5563"
-0.0835454464,51.4923627596,"*[200WArab]Baitul Rahman Masjid. Unit 1, 82-96 Old Kent Road. 020 7703 2592"
-1.8668308854,52.4571698430,"*[250NoWBrel]Mosque Gamkol Sharif Darbar-e-Alia. 38 Warwick Road. 0121 773 8120"
-3.1069582700,51.0146928801,"*[350WDeobBangla]Taunton Central Masjid and Islamic Centre. Ivor House, Tower Lane. none"
-1.8508140743,52.4962779211,"*[100WBrelPkstn]International Islamic Cultural Study Centre and Mosque. 260-262 Washwood Heath Road. 0121 326 0966"
-1.8571025133,52.4932919457,"*[400NoWDeob]Anjuman-e-Naqeebul-Islam Mosque. 78-82 Washwood Heath Road. 0121 328 4930"
-1.8271140754,52.4929277686,"*[200NoWDeobPkstn]Masjid Tayyabah. 790 Washwood Heath Road. 0121 327 7434"
-1.8283063173,52.4929881928,"*[100BrelPkstn]Anwar-ul-Madina. 762 Washwood Heath Road. 0121 328 4930"
-2.4568377435,53.5597248741,"*[60DeobGujrti]Masjid-e-Noor. 327-329 St Helens Road. 01204 650119"
1.2669092417,52.6354606908,"*[250WSalf]Norwich and Norfolk Muslim Association. 286 Dereham Road. 01603 626661"
-1.9100600481,52.5016002439,"*[300SufiBangla]Bangladesh Islamic Centre and Jami Masjid. 88 Wills Street. 0121 523 0624"
-1.9045615196,52.5039285065,"*[300NoWDeobBangla]Masjid Hazrat Shah Jalal Trust. 1-9 Wilton Street. 0121 507 0721"
-1.8926337361,52.5074255669,"*[300WDeobBangla]Masjid-e-Aman & Islamic Education Centre. 232 Witton Road. 0121 523 4265"
-1.8879854679,52.5106440205,"*[330WSalf]Witton Islamic Centre. 311-313 Witton Road. 0121 572 3294"
-1.8604660034,52.4430920058,"*[1500WBrelPkstn]Jamatia Islamic Centre. 179-181 Woodlands Road. 0121 778 6612"
-1.9174790382,52.5045374917,"*[150WDeobPkstn]Masjid Quba. 6 Wye Cliff Road. 0121 523 7529"
-1.8900775909,52.5099265617,"*[600WDeob]Masjid Madrassa Faizul Islam. 1-8 The Broadway and 330 Witton Road. 07828 065969"
-1.9264342024,52.4492332512,"*[200WStdnt]Birmingham University Islamic Society. Chaplaincy, St Francis Hall or University of Birmingham Guil.... 0121 414 3344"
-1.8589103222,52.4492062500,"*[200DeobPkstn]Islamic Centre Zakariya. 259 Percy Road. "
-1.9020831585,52.4759746812,"*[500WNJShia]Ismaili Jamatkhana. 126 Suffolk Street, Queensway. "
